age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,salary
51,0,9,0,7,2,0,1,40,0,0
38,0,9,2,10,5,0,1,40,0,1
34,0,9,2,4,5,0,0,35,0,1
47,3,9,5,8,3,4,0,40,3,1
28,1,9,0,9,2,0,1,40,0,1
25,0,6,2,2,3,0,1,24,32,1
25,0,10,2,4,3,0,0,60,0,1
50,0,14,0,4,2,0,1,65,0,0
50,0,9,0,1,2,0,1,40,0,0
43,0,13,0,1,2,0,1,48,0,1
27,0,9,2,10,3,0,1,75,0,1
32,0,9,0,1,2,0,1,50,0,1
44,0,6,2,9,5,0,1,35,0,1
19,0,9,2,3,5,4,0,20,0,1
53,2,10,4,4,3,0,1,40,0,0
21,0,9,2,12,3,0,1,40,0,1
26,0,9,2,10,3,0,1,40,0,1
68,0,9,0,10,2,0,1,12,0,1
31,0,10,0,3,2,0,1,57,0,1
32,0,13,2,4,4,0,1,50,0,0
33,0,14,2,8,1,0,1,40,0,1
24,0,7,0,1,2,0,1,65,0,1
30,0,9,0,3,2,0,1,42,0,1
49,0,9,0,1,2,0,1,40,0,0
18,0,7,2,6,3,4,1,40,0,1
30,5,10,2,8,3,0,0,37,0,1
51,0,9,0,1,2,0,1,40,0,1
52,0,10,0,5,2,0,1,40,0,1
52,0,9,1,2,4,0,1,30,0,1
23,4,9,2,2,1,4,1,32,0,1
23,1,6,2,1,3,0,1,60,0,1
36,0,9,0,7,2,0,1,48,0,1
19,0,7,2,1,4,0,1,25,0,1
53,1,9,0,1,2,0,1,60,0,1
17,0,7,2,6,1,0,1,25,0,1
69,0,9,4,6,3,0,0,8,0,1
46,4,13,1,5,5,0,0,40,0,1
33,0,9,3,0,3,0,1,46,0,1
40,0,10,0,7,2,0,1,45,0,1
29,4,14,0,5,2,0,1,40,0,1
41,0,10,1,8,5,0,0,38,0,1
22,0,9,0,3,2,0,1,45,0,1
28,0,4,0,1,2,0,1,40,0,1
31,0,13,0,1,2,0,1,46,0,1
35,0,13,2,5,3,0,0,40,0,1
38,0,10,0,7,2,4,1,40,0,1
17,0,6,2,2,1,0,0,10,0,1
39,0,6,0,1,2,0,1,40,0,1
27,1,10,2,2,3,4,1,40,0,1
50,0,9,2,8,1,0,0,40,0,1
56,4,9,0,10,2,0,1,40,0,1
80,1,9,0,9,2,0,1,20,0,1
38,1,10,0,9,0,0,0,15,0,1
52,5,9,0,12,2,4,1,40,0,0
26,4,13,2,5,1,4,1,38,2,1
43,0,9,1,2,1,1,0,40,10,1
45,0,13,2,4,3,0,0,42,0,1
41,2,11,0,4,2,4,1,40,0,0
30,0,12,1,8,3,0,0,25,0,1
24,0,10,0,1,2,0,1,40,0,1
43,4,10,1,2,5,0,0,20,0,1
44,0,13,0,4,2,0,1,70,0,0
54,0,9,1,10,3,4,1,40,0,1
23,0,13,2,5,1,0,0,40,0,0
33,1,9,0,3,2,0,1,60,0,0
18,0,7,2,2,1,0,1,16,0,1
38,0,10,3,5,5,0,0,40,5,1
41,1,11,0,9,2,0,1,45,0,1
66,2,4,0,1,2,0,1,40,0,0
60,1,14,1,5,5,0,0,10,0,1
24,4,6,2,1,5,4,1,65,28,1
61,0,7,1,2,5,0,0,36,0,1
35,4,13,0,1,2,0,1,40,0,1
19,0,10,2,5,1,0,0,40,0,1
52,0,9,2,8,5,4,0,40,0,1
38,1,13,0,3,2,0,1,50,0,0
39,1,9,0,3,2,0,1,40,0,1
33,1,13,0,1,2,0,1,50,0,1
52,0,9,1,8,5,0,0,40,0,1
41,0,9,3,7,5,0,0,44,12,1
37,0,10,0,3,2,0,1,55,0,1
38,4,13,0,5,2,0,1,45,0,0
27,0,10,2,4,3,0,0,40,0,1
38,0,14,2,8,5,0,0,40,0,1
38,1,13,0,5,2,1,1,60,0,0
49,1,9,0,0,2,0,1,30,0,0
22,0,9,2,7,4,0,1,55,0,1
40,3,12,0,5,2,0,1,40,0,0
20,0,9,0,1,2,0,1,40,0,1
34,3,16,2,5,3,0,0,99,0,1
24,0,14,2,8,3,0,1,56,0,1
58,3,13,3,5,3,0,1,40,0,0
24,0,10,2,8,1,0,0,40,0,1
43,0,9,2,1,3,0,1,45,0,1
38,0,9,2,4,1,0,0,40,0,1
42,0,9,0,1,2,0,1,40,0,1
27,0,10,0,7,2,0,1,40,0,1
18,0,6,2,3,1,0,0,20,0,1
37,0,9,2,1,4,2,1,48,0,0
48,0,9,1,10,3,0,1,65,0,1
40,0,4,3,2,3,0,0,25,0,1
50,2,13,0,4,2,1,1,50,8,0
57,0,9,3,3,3,2,0,35,0,1
36,4,10,0,12,2,0,1,60,0,0
41,0,9,0,9,2,0,1,40,0,1
90,0,4,0,7,2,0,1,40,0,1
66,0,4,4,2,3,4,0,10,0,1
34,1,9,0,9,0,0,0,12,0,1
23,0,9,2,1,1,1,1,1,19,1
35,0,9,0,12,2,0,1,55,0,1
32,0,9,0,1,2,0,1,40,0,1
33,0,13,2,5,3,4,1,50,0,0
32,2,11,0,4,2,0,1,40,0,1
31,0,10,0,1,2,1,1,40,0,1
32,1,10,0,3,2,0,1,50,0,1
40,0,9,0,2,2,0,1,40,0,1
27,1,9,2,12,3,0,1,30,0,1
34,4,9,2,12,3,2,1,40,0,1
35,0,11,0,2,0,4,0,40,0,0
29,0,10,0,4,2,0,1,40,0,1
41,0,9,3,2,5,4,0,20,0,1
33,5,16,0,5,0,0,0,48,0,0
52,0,13,0,5,2,0,1,40,0,0
20,0,9,0,1,2,0,1,40,0,1
18,4,7,2,12,1,0,1,10,0,1
49,0,4,1,2,5,0,0,35,0,1
58,0,9,0,3,2,0,1,40,0,1
23,1,9,1,2,5,0,0,50,0,1
59,0,9,0,1,2,0,1,40,0,0
49,1,10,0,4,2,0,1,40,0,1
23,4,13,2,5,1,0,0,15,0,1
20,0,7,2,6,3,0,1,40,0,1
36,0,11,0,4,2,0,1,50,0,0
64,0,10,4,4,3,0,0,3,0,1
34,0,10,2,4,3,0,0,40,0,1
63,0,12,5,8,4,0,0,35,0,1
51,0,9,2,8,3,4,0,40,0,1
40,5,10,1,8,3,4,0,35,0,1
55,0,5,0,1,2,0,1,55,0,1
30,0,13,2,7,3,0,1,25,0,1
32,1,15,0,5,2,0,1,45,0,0
55,0,13,0,7,2,0,1,40,0,1
47,4,10,1,4,3,0,1,56,0,0
50,0,13,1,2,3,0,1,40,0,1
42,0,9,0,1,2,4,1,45,0,0
32,1,10,0,1,2,0,1,55,0,0
60,0,12,0,3,2,0,1,30,0,1
53,0,9,0,1,2,0,1,40,0,1
58,0,13,4,4,5,0,1,40,0,0
45,0,13,2,5,3,0,1,30,0,1
31,0,9,2,4,1,0,1,40,0,1
32,1,9,2,1,3,0,1,40,0,1
37,0,10,1,2,5,0,0,30,0,1
28,0,10,2,8,3,0,0,60,0,1
26,0,8,2,1,3,0,1,40,20,1
47,2,9,0,4,2,0,1,80,0,0
34,0,10,0,4,2,0,1,50,0,0
42,0,9,1,7,3,4,1,40,0,1
48,0,13,0,0,0,0,0,40,0,0
32,0,9,2,7,5,4,0,40,0,1
35,0,11,0,4,0,0,0,42,0,0
46,4,16,0,5,0,0,0,52,0,0
38,0,10,0,2,2,0,1,40,0,1
35,0,13,0,8,2,0,1,40,0,0
45,0,12,1,8,5,4,1,35,0,1
31,0,13,2,4,3,0,1,40,0,1
52,2,10,0,4,2,0,1,60,0,0
20,0,10,2,6,1,0,1,50,0,1
24,0,14,2,0,3,0,1,50,0,1
29,0,11,0,1,2,0,1,40,0,0
23,0,13,2,4,3,0,0,40,0,1
34,5,9,0,8,2,0,1,40,0,1
54,0,14,4,8,5,0,0,38,0,1
21,0,10,2,2,3,0,0,30,0,1
23,0,13,2,8,1,0,0,30,0,1
79,0,4,4,11,3,0,0,30,0,1
55,0,14,0,4,2,0,1,40,0,0
60,0,9,1,0,5,0,0,40,0,1
37,0,12,1,1,3,4,1,40,0,1
47,0,9,1,10,3,0,1,40,0,1
20,5,10,2,8,1,0,1,40,0,1
53,0,13,2,2,3,0,1,40,4,1
34,0,9,0,7,0,0,0,40,0,1
43,0,10,1,5,5,4,0,40,0,1
24,1,10,0,10,2,0,1,60,0,1
23,0,9,2,12,1,2,1,40,0,1
29,0,11,2,7,3,3,1,40,0,1
58,0,10,1,8,5,4,0,40,0,1
40,0,14,2,8,1,0,0,40,0,1
43,3,10,0,8,0,0,0,40,0,1
25,5,14,2,4,3,0,1,40,0,1
23,4,13,2,5,1,0,1,24,0,1
34,2,9,0,1,2,0,1,50,0,1
26,0,10,3,3,5,0,0,35,0,1
60,0,16,2,5,3,0,0,65,0,0
39,0,9,0,10,2,0,1,50,0,0
21,0,9,2,2,1,0,1,40,0,1
45,0,9,0,10,2,0,1,45,0,1
33,0,10,2,4,3,0,1,40,0,1
26,0,13,2,4,3,0,1,70,0,0
39,0,10,1,8,5,0,0,45,0,1
29,0,12,2,5,3,0,0,40,0,0
52,0,7,0,2,2,0,1,40,0,1
34,0,13,0,2,2,0,1,30,0,0
24,0,9,2,7,3,0,1,48,0,1
77,2,16,0,9,2,0,1,40,0,0
34,1,14,0,9,2,0,1,60,0,1
53,1,5,0,9,2,0,1,70,0,1
31,0,9,3,1,3,4,1,40,0,1
58,0,9,1,3,3,0,0,15,0,1
50,1,14,0,3,2,0,1,55,0,0
32,0,9,0,1,2,0,1,40,0,1
57,0,9,1,2,3,0,0,40,0,1
32,0,9,2,3,3,0,0,45,0,1
77,0,5,0,11,0,4,0,10,0,1
37,1,10,2,1,3,0,1,40,0,1
51,0,9,0,8,4,0,0,40,0,1
33,1,12,1,3,5,4,1,60,0,1
53,4,9,5,10,4,0,0,35,0,1
32,0,9,1,3,3,0,1,50,0,1
30,0,10,0,1,2,0,1,40,0,1
19,0,10,2,8,1,0,0,20,0,1
33,0,13,5,2,5,0,0,24,0,1
31,0,11,2,8,3,0,0,40,0,1
28,0,10,2,8,5,4,0,40,0,1
19,0,8,2,2,1,0,0,20,0,1
27,0,9,0,3,2,0,1,60,0,1
21,0,3,0,6,2,0,1,40,20,1
24,0,13,2,5,3,0,0,40,0,1
46,0,9,1,10,3,0,1,54,0,1
31,0,13,2,4,3,0,0,40,0,1
60,0,10,0,10,2,0,1,40,0,0
21,0,6,3,3,5,4,0,38,0,1
31,0,11,1,10,3,0,1,40,0,1
26,0,13,0,3,2,0,1,40,0,0
46,0,9,1,11,3,0,0,25,0,1
25,2,9,0,4,2,0,1,60,0,0
23,4,10,2,8,3,0,1,30,0,1
53,2,14,0,4,2,0,1,40,0,0
29,0,9,0,8,0,0,0,40,0,1
45,0,10,0,5,2,0,1,50,0,0
70,0,13,1,8,3,0,1,40,0,1
55,2,13,0,3,2,0,1,60,0,0
40,5,16,0,5,2,0,1,50,0,0
17,0,6,2,2,1,0,1,30,0,1
18,0,9,2,1,1,0,1,40,0,1
34,0,14,2,3,5,0,1,60,0,0
41,0,10,1,8,3,0,0,40,0,1
28,0,13,2,8,3,0,1,40,0,1
23,5,9,2,12,1,0,1,40,0,1
32,0,10,2,4,4,0,1,40,0,1
56,0,4,0,7,2,4,1,48,0,1
36,0,9,1,4,5,0,1,45,0,1
26,0,9,2,8,3,0,1,50,0,1
62,0,13,4,0,5,0,0,7,0,1
35,0,12,1,8,5,0,0,40,0,1
25,4,13,2,5,3,0,0,40,0,1
28,0,9,0,10,2,0,1,50,0,1
21,0,10,2,8,1,0,0,25,0,1
31,0,6,0,10,2,0,1,40,0,1
23,0,12,2,2,1,0,1,25,29,1
58,2,13,0,5,2,0,1,40,0,0
55,4,14,0,5,2,0,1,40,0,0
54,0,9,0,1,2,0,1,40,0,1
33,0,9,0,10,2,0,1,40,0,1
28,0,7,0,6,2,0,1,40,0,0
40,0,7,0,7,2,0,1,30,0,1
33,1,13,0,3,2,0,1,80,0,0
27,0,15,2,5,3,1,1,10,7,1
55,0,9,1,8,5,0,1,25,0,1
53,0,9,3,10,5,0,1,45,0,1
23,0,8,2,10,3,0,1,46,0,1
66,0,9,4,1,3,0,1,16,0,1
34,1,11,0,4,2,0,1,60,0,0
39,0,6,1,10,3,0,1,40,0,1
21,0,10,2,8,1,4,0,40,0,1
26,0,10,5,8,1,3,0,35,0,1
21,0,9,2,8,1,0,0,40,12,1
59,0,9,0,3,2,0,1,40,0,1
61,0,6,0,10,2,0,1,40,0,1
30,0,13,0,3,2,0,1,50,0,0
22,0,11,0,7,2,0,1,40,0,1
47,0,9,1,7,5,0,0,30,0,1
50,0,9,1,2,3,0,1,40,0,1
67,0,13,1,4,3,0,0,5,0,1
59,4,6,0,1,2,0,1,40,0,1
35,0,12,2,2,3,0,0,80,0,0
56,1,10,5,9,3,0,0,20,0,0
34,0,9,1,4,5,0,0,50,0,1
63,0,6,4,9,5,0,0,56,0,1
48,0,10,0,1,2,0,1,40,5,1
41,3,10,0,5,2,0,1,44,0,0
26,0,10,2,6,1,4,0,20,0,1
47,0,6,0,3,2,0,1,52,0,1
29,1,11,0,9,2,0,1,50,0,1
30,0,9,2,6,1,0,1,40,0,1
19,0,9,2,3,1,0,1,20,0,1
27,0,13,2,8,3,0,0,37,0,1
59,1,9,0,9,2,0,1,70,0,1
19,0,9,2,1,1,0,1,40,0,1
45,0,5,0,6,2,1,1,40,7,1
37,0,9,2,8,3,0,1,40,0,1
44,4,16,5,5,5,0,0,38,0,1
34,3,13,0,8,2,1,1,38,0,1
30,0,13,2,0,3,0,0,35,0,1
30,0,13,0,4,2,1,1,40,39,0
56,0,7,3,2,3,4,0,40,0,1
19,0,9,2,2,1,0,0,40,0,1
37,0,4,0,1,2,0,1,40,0,1
45,0,14,0,4,2,0,1,43,0,0
21,0,10,2,8,1,0,0,40,0,1
34,1,9,0,9,2,0,1,45,0,1
27,0,13,0,4,4,0,1,50,0,1
44,4,14,2,5,3,0,0,40,0,1
33,0,13,2,4,3,0,1,40,0,1
32,0,10,2,4,4,0,0,50,0,1
37,0,10,0,1,2,0,1,40,0,1
26,0,13,2,3,3,0,0,48,0,1
49,0,9,0,1,2,0,1,60,0,1
20,0,10,2,5,3,0,0,30,0,1
37,0,10,0,1,2,0,1,40,0,1
22,0,3,0,1,2,0,1,48,20,1
44,0,13,2,0,3,0,1,35,0,1
30,4,9,0,1,2,0,1,40,0,1
55,4,9,0,2,2,0,1,40,0,1
36,0,7,0,7,2,0,1,40,0,1
29,0,8,2,0,3,0,1,40,0,1
45,5,11,0,12,2,0,1,40,0,1
38,2,13,0,3,2,0,1,55,0,0
42,0,10,2,1,3,1,1,40,0,1
27,0,11,2,4,1,0,0,40,0,1
20,0,10,2,8,1,0,1,25,0,1
43,0,13,0,5,2,0,1,35,0,1
21,0,9,2,8,1,0,1,40,0,1
33,0,13,2,5,3,0,0,40,0,1
36,1,9,0,1,2,0,1,80,0,0
34,0,8,0,2,2,0,1,40,24,1
54,0,10,0,4,2,0,1,44,0,0
30,0,9,0,1,2,0,1,40,0,0
63,0,9,0,7,2,4,1,40,0,1
36,0,13,0,4,2,0,1,50,0,0
25,0,13,2,4,3,0,1,50,0,1
55,0,9,1,1,3,0,1,40,0,1
44,0,10,0,5,2,0,1,45,0,0
41,0,9,2,7,5,4,0,40,0,1
47,0,12,0,5,2,0,1,40,0,0
41,0,13,2,5,3,0,1,40,0,0
35,0,9,0,10,2,3,1,40,24,1
18,0,9,2,8,1,0,0,40,0,1
23,0,9,1,2,5,0,0,30,0,1
57,0,13,0,4,2,0,1,40,0,1
56,1,2,2,4,3,2,1,65,0,1
25,2,10,2,3,1,0,0,35,0,1
35,1,13,2,5,1,0,0,40,0,1
61,0,11,0,8,2,0,1,40,0,1
36,5,13,1,5,3,0,0,55,0,1
18,0,8,2,3,1,4,0,15,0,1
21,0,10,5,3,1,4,0,20,0,1
32,4,9,0,10,2,0,1,40,0,1
52,0,8,0,7,2,0,1,45,0,0
48,0,9,0,1,2,0,1,55,0,1
40,0,13,1,5,3,0,0,40,0,1
35,0,9,0,4,2,0,1,40,0,0
42,0,9,1,8,3,0,0,40,0,1
34,0,10,0,7,2,4,1,40,0,1
27,0,12,0,0,2,0,1,40,0,1
47,1,13,2,9,3,0,1,65,0,1
65,1,5,0,1,2,0,1,45,0,1
61,2,14,4,4,5,0,0,99,0,1
18,0,10,2,3,1,0,1,28,0,1
48,0,16,0,5,2,0,1,45,0,0
26,0,10,2,10,3,4,1,75,0,1
30,0,13,2,3,3,0,1,40,0,1
68,1,9,0,9,2,0,1,50,0,0
23,0,9,0,3,2,0,1,80,0,1
65,1,9,0,4,2,0,1,24,0,1
32,0,13,0,8,2,0,1,44,0,1
44,0,14,0,4,2,0,1,40,0,0
48,4,14,0,5,0,0,0,40,0,0
24,0,11,2,0,3,0,1,45,0,1
58,0,10,2,9,3,0,1,40,0,1
32,4,10,5,5,3,0,1,50,5,1
54,0,14,1,4,3,0,1,50,0,0
35,0,14,2,5,3,0,1,45,0,0
35,0,12,1,4,3,0,0,50,0,1
24,0,9,2,3,1,0,1,40,0,1
50,0,9,0,5,2,0,1,40,0,0
38,1,9,3,1,3,0,1,40,0,1
57,4,9,0,4,2,0,1,40,0,0
38,0,10,2,3,3,0,1,60,0,1
49,0,9,2,1,3,0,1,40,0,1
25,0,13,2,0,1,0,0,16,0,1
56,0,10,5,10,3,0,1,40,0,1
32,0,7,1,2,5,0,0,40,0,1
22,0,13,2,5,3,0,1,40,0,1
33,0,9,0,1,2,0,1,40,0,1
42,0,10,1,8,5,0,0,12,0,1
62,1,9,0,10,2,0,1,48,0,1
26,4,13,2,12,1,0,1,40,0,1
46,0,10,1,1,5,0,1,40,0,0
33,0,13,3,3,3,0,0,50,0,0
65,6,9,0,10,2,0,1,20,0,1
46,0,10,0,1,2,0,1,40,0,0
43,4,11,1,4,3,0,0,40,0,1
43,0,9,0,1,2,0,1,40,0,0
35,0,6,0,1,2,0,1,40,0,1
48,0,9,4,6,4,0,0,48,0,1
55,3,13,0,4,2,0,1,40,0,0
45,0,11,0,1,2,0,1,40,0,1
56,0,13,0,4,2,0,1,40,0,1
59,3,14,2,4,3,0,1,40,0,1
56,4,9,0,1,2,0,1,40,0,1
21,0,9,2,2,1,4,1,10,0,1
26,0,7,0,4,2,0,1,40,0,1
38,0,9,2,2,5,0,0,40,0,1
27,0,10,2,8,1,0,0,40,0,1
48,2,4,0,1,2,0,1,50,0,0
37,5,14,0,5,2,0,1,60,0,0
63,1,9,0,1,2,0,1,30,0,1
27,5,9,2,10,3,2,1,38,0,0
20,0,10,2,3,1,0,1,25,0,1
26,0,14,0,5,2,0,1,40,0,0
51,1,12,0,4,2,0,1,40,0,1
28,0,12,0,5,2,0,1,40,0,0
39,0,11,1,2,3,2,0,40,29,1
35,0,14,0,3,2,0,1,55,0,0
65,0,4,0,1,2,0,1,40,0,1
54,4,11,0,10,2,4,1,40,0,1
39,0,4,2,2,1,0,1,35,0,1
24,0,10,2,8,1,4,0,40,0,1
36,0,13,2,4,3,1,0,40,0,1
52,0,9,1,1,3,0,1,40,0,0
64,0,9,0,7,2,0,1,40,0,1
43,0,10,1,1,3,0,1,40,0,1
44,0,11,2,11,3,0,1,25,0,1
47,3,9,3,8,5,0,0,40,0,1
32,0,8,0,6,2,0,1,40,0,1
20,0,10,2,3,1,0,0,30,0,1
33,0,10,2,8,3,0,0,38,0,1
52,0,9,1,8,5,0,0,40,12,1
49,0,4,0,7,2,0,1,40,0,1
31,0,9,0,3,0,0,0,18,0,1
62,1,9,2,2,5,0,0,6,0,1
44,0,10,1,1,3,0,1,55,0,1
28,4,9,0,12,2,0,1,40,0,1
68,4,14,4,5,5,4,0,40,0,0
40,3,10,2,8,5,0,0,40,0,1
46,0,4,2,6,3,0,1,50,0,1
22,0,9,2,7,1,0,0,40,0,1
37,1,13,1,0,3,0,1,15,0,1
62,0,14,2,5,3,0,1,70,0,1
37,0,13,0,4,2,0,1,50,0,0
35,0,9,2,3,3,0,1,40,0,0
44,0,9,0,3,2,0,1,68,0,1
41,0,11,0,3,2,0,1,40,0,0
36,4,13,1,5,5,0,1,40,0,1
26,0,13,1,2,3,0,0,45,0,1
48,3,9,0,10,2,4,1,40,0,0
21,0,9,2,2,3,0,0,28,0,1
39,0,15,0,1,2,0,1,40,0,0
38,0,11,1,5,3,0,0,40,0,0
44,0,11,0,1,2,0,1,40,0,0
56,0,6,0,3,0,1,0,30,8,0
25,0,5,2,10,4,0,1,40,0,1
32,4,13,2,5,3,0,0,50,0,1
47,0,10,2,8,3,0,0,40,0,0
26,0,10,2,6,1,0,1,40,0,1
31,0,13,2,5,3,4,0,60,0,0
23,0,11,2,4,1,0,1,40,0,1
41,3,10,1,5,5,0,0,40,0,0
55,1,10,0,4,2,4,1,25,0,1
23,0,10,1,4,5,0,0,25,0,1
45,0,9,0,8,2,4,1,40,0,0
42,4,13,0,4,2,0,1,40,0,1
29,0,10,2,5,3,0,1,15,0,1
48,0,14,0,4,2,0,1,40,0,1
36,0,10,1,1,5,0,1,40,0,1
52,2,13,0,3,2,0,1,50,0,0
46,0,11,1,1,5,0,1,40,0,1
34,0,10,2,8,1,0,1,40,0,1
27,5,12,2,8,3,0,0,40,5,1
18,0,9,2,7,1,0,0,40,0,1
18,0,10,2,2,1,0,0,24,0,1
42,0,4,0,1,2,0,1,40,0,1
36,0,14,0,4,2,0,1,45,0,0
52,2,15,0,3,2,0,1,40,0,0
44,2,13,0,4,2,0,1,45,0,0
53,0,10,0,3,2,0,1,60,0,0
36,0,13,0,3,2,0,1,60,0,0
27,0,13,2,0,4,1,1,40,0,1
52,0,9,0,7,2,0,1,60,0,1
60,1,14,0,5,2,0,1,40,0,1
41,0,12,0,0,2,0,1,45,0,0
64,1,15,0,5,2,0,1,40,0,0
25,0,2,2,2,4,0,1,25,36,1
63,0,4,0,2,2,1,1,40,10,1
54,4,11,1,1,3,0,1,40,0,1
21,0,9,2,6,1,0,1,40,0,1
27,0,13,2,8,3,0,1,40,17,1
63,1,14,0,9,2,0,1,50,0,1
37,0,9,1,2,3,0,0,30,0,1
22,0,9,2,10,3,0,1,35,0,1
54,0,4,0,1,2,0,1,40,0,1
54,0,6,1,2,5,0,0,40,0,1
60,4,9,0,2,2,0,1,40,0,1
19,0,7,2,6,1,0,1,25,0,1
25,4,9,1,8,3,0,0,40,0,1
51,4,9,0,8,0,0,0,40,0,1
47,3,9,2,4,3,0,0,40,0,1
44,1,6,2,1,1,0,1,50,0,1
57,0,9,4,5,3,0,0,57,0,1
22,0,10,2,3,1,0,1,34,0,1
36,5,10,1,2,5,4,0,20,0,1
39,0,10,0,7,2,0,1,40,0,1
49,0,16,0,5,2,3,1,50,0,0
41,0,9,0,2,2,1,1,40,11,1
35,0,10,0,8,2,0,1,38,0,1
40,2,12,1,3,5,0,0,40,0,1
30,0,13,2,4,3,0,0,40,0,1
25,0,9,2,3,3,0,1,37,0,1
25,0,10,0,8,2,4,1,36,0,0
37,0,14,0,8,2,0,1,50,0,0
53,1,15,1,5,3,0,1,60,0,0
34,1,12,2,5,3,0,0,25,0,1
18,0,9,2,3,1,0,0,20,0,1
45,0,9,1,3,5,4,1,40,0,1
19,0,10,2,8,1,0,0,40,0,1
33,2,13,0,3,2,0,1,65,0,1
45,5,10,0,8,2,0,1,40,0,1
43,5,13,0,4,2,0,1,35,0,0
40,0,9,0,1,2,0,1,35,0,1
41,1,13,0,9,2,0,1,75,0,0
25,0,9,0,1,2,0,1,40,0,1
22,0,13,2,8,1,0,0,32,0,1
52,0,10,2,8,5,0,1,45,0,1
45,3,10,0,8,2,0,1,40,3,0
32,5,16,2,5,3,0,0,70,0,1
26,0,13,2,10,1,0,1,20,0,1
24,0,10,1,2,3,4,1,40,0,1
37,0,9,1,7,5,4,0,40,0,1
49,0,9,1,2,3,0,0,40,0,1
43,4,14,0,5,2,0,1,50,0,1
35,0,9,2,7,3,0,1,40,0,1
37,0,15,0,5,2,0,1,50,0,0
17,0,7,2,3,1,0,1,20,0,1
48,0,9,0,10,2,0,1,55,0,0
26,0,10,2,8,1,0,1,40,0,1
35,0,13,0,1,2,1,1,40,15,0
21,0,10,2,3,1,0,0,15,0,1
54,0,6,1,2,3,0,1,70,0,1
40,0,13,1,8,3,4,0,40,0,1
51,0,10,3,4,3,4,0,40,0,1
60,1,9,0,2,0,4,0,50,0,1
22,0,10,2,3,1,0,1,8,0,1
20,0,9,2,9,1,0,1,40,0,1
21,0,7,2,9,5,0,1,40,0,1
21,0,10,2,6,3,0,1,40,0,1
43,0,10,1,8,3,0,0,44,0,1
36,0,13,0,1,2,0,1,50,0,0
65,5,9,0,8,2,0,1,40,0,0
48,0,9,0,7,2,0,1,40,0,0
37,0,14,3,4,3,0,1,60,13,0
20,0,8,2,7,1,0,1,40,0,1
41,5,9,1,4,3,0,0,40,0,1
55,1,5,0,1,2,0,1,50,0,1
39,4,13,1,5,5,0,0,40,0,1
41,3,10,0,10,0,0,0,40,0,0
80,0,11,0,1,2,0,1,24,0,1
59,5,6,0,9,2,0,1,40,0,1
52,0,7,0,1,2,0,1,40,0,0
39,0,13,0,4,2,0,1,50,0,0
56,1,10,5,5,3,4,1,50,0,1
69,4,9,4,8,3,4,0,20,0,1
49,0,13,0,4,2,0,1,50,0,0
33,0,9,0,4,2,0,1,40,0,1
28,2,9,0,4,2,0,1,45,0,0
49,0,10,0,4,2,0,1,40,0,0
51,4,9,5,6,5,0,1,40,0,1
42,0,10,1,2,5,0,0,32,0,1
66,0,9,4,8,3,0,0,13,0,1
44,0,11,3,1,4,0,1,48,0,0
26,0,9,1,3,3,0,1,40,0,1
43,0,10,1,8,5,0,0,40,0,1
28,0,6,2,7,3,0,0,40,0,1
17,0,7,2,3,1,0,0,8,0,1
52,0,13,0,1,2,0,1,50,0,0
24,0,10,2,6,3,0,1,40,0,1
65,0,10,4,3,4,0,0,45,0,1
36,1,10,0,1,2,0,1,40,0,0
19,0,9,2,6,4,0,1,30,0,1
43,0,10,5,3,3,0,1,45,20,1
39,4,14,0,5,0,0,0,50,2,0
48,0,7,0,10,2,0,1,40,0,0
50,4,11,0,12,2,0,1,40,0,0
21,0,10,2,2,1,0,1,25,0,1
36,0,9,2,2,3,4,0,40,0,1
33,0,9,0,2,2,4,1,36,28,1
50,3,13,0,4,2,0,1,40,0,1
49,5,14,0,3,2,0,1,80,0,0
70,2,16,0,4,2,0,1,40,0,0
39,0,9,1,10,3,0,1,40,0,1
44,0,10,1,5,3,0,0,40,0,1
32,0,13,0,0,0,0,0,40,0,0
40,0,5,2,1,4,4,1,49,0,1
46,0,9,0,1,2,4,1,40,0,0
40,0,13,0,2,0,1,0,52,8,0
47,0,7,1,1,1,0,1,8,0,1
19,0,9,2,8,3,0,1,30,0,1
22,0,10,2,8,4,0,0,16,0,1
20,0,10,2,12,1,0,0,16,0,1
46,4,13,1,5,3,0,0,25,0,0
41,0,13,0,5,2,0,1,45,0,0
17,0,6,2,5,1,3,0,15,0,1
41,0,9,0,7,2,4,1,40,0,1
28,0,9,3,1,3,0,1,40,0,1
24,0,9,2,2,3,0,1,40,0,1
33,0,10,0,4,2,0,1,50,0,1
44,3,10,0,4,2,0,1,55,0,0
26,1,9,2,5,1,4,0,40,0,1
47,1,11,0,3,2,0,1,40,0,0
24,0,9,0,7,2,0,1,40,0,1
58,3,13,0,4,2,4,1,40,0,0
41,0,9,0,1,2,0,1,60,0,1
38,1,4,0,3,2,0,1,35,0,0
21,0,10,2,8,3,0,0,40,0,1
33,0,10,2,4,1,0,1,45,0,1
40,0,6,1,7,5,0,0,40,0,1
47,4,9,1,4,3,0,0,40,0,1
41,0,13,1,4,5,4,0,40,0,1
38,0,13,0,9,2,0,1,50,0,1
50,0,4,1,2,4,0,0,40,0,1
45,0,9,5,9,4,4,1,40,0,1
33,0,9,2,6,3,0,1,40,0,1
34,3,12,2,8,3,0,1,40,0,1
